id;Sensorname;Type;Subtype;Value1;Value2;ValueDiff;Duration;Timestamp
318818;H_Eingag_cyrspec_temp;zwave;Temperature;5.64;;;;"=""2020-12-14 13:10:35.688"""
318819;H_Eingag_cyrspec_moist;zwave;MoistPercent;90.63;;;;"=""2020-12-14 13:10:35.734"""
318820;H_Eingag_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-14 13:10:36.296"""
318821;W_Balkon_cyrspec_temp;zwave;Temperature;5.18;;;;"=""2020-12-14 13:11:16.626"""
318822;W_Balkon_cyrspec_moist;zwave;MoistPercent;102.04;;;;"=""2020-12-14 13:11:16.798"""
318823;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-14 13:11:17.275"""
318824;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 13:23:10.554"""
318825;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 13:26:24.490"""
318826;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 13:26:37.749"""
318827;H_Eingag_cyrspec_temp;zwave;Temperature;4.58;;;;"=""2020-12-14 13:28:34.179"""
318828;H_Eingag_cyrspec_moist;zwave;MoistPercent;88.33;;;;"=""2020-12-14 13:28:34.207"""
318829;H_Eingag_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-14 13:28:34.767"""
318830;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 13:29:59.282"""
318831;W_Balkon_cyrspec_temp;zwave;Temperature;6.18;;;;"=""2020-12-14 13:58:22.241"""
318832;W_Balkon_cyrspec_moist;zwave;MoistPercent;102.91;;;;"=""2020-12-14 13:58:22.412"""
318833;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-14 13:58:22.977"""
318834;H_Eingag_cyrspec_temp;zwave;Temperature;5.61;;;;"=""2020-12-14 14:16:23.626"""
318835;H_Eingag_cyrspec_moist;zwave;MoistPercent;89.11;;;;"=""2020-12-14 14:16:23.662"""
318836;H_Eingag_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-14 14:16:24.247"""
318837;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 14:54:28.949"""
318838;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 14:57:42.902"""
318839;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 14:58:07.602"""
318840;H_Eingag_cyrspec_temp;zwave;Temperature;4.6;;;;"=""2020-12-14 15:01:15.560"""
318841;H_Eingag_cyrspec_moist;zwave;MoistPercent;88.95;;;;"=""2020-12-14 15:01:15.597"""
318842;H_Eingag_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-14 15:01:16.226"""
318843;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 15:01:28.017"""
318844;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 15:01:42.366"""
318845;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 15:05:03.941"""
318846;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 15:53:58.694"""
318847;Drehwand;turn;93-0;28.58;29.67;1.09;510;"=""2020-12-14 15:55:43.567"""
318848;W_Balkon_cyrspec_temp;zwave;Temperature;5.11;;;;"=""2020-12-14 15:56:22.149"""
318849;W_Balkon_cyrspec_moist;zwave;MoistPercent;105.12;;;;"=""2020-12-14 15:56:22.313"""
318850;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-14 15:56:22.824"""
318851;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:00:27.463"""
318852;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:01:00.942"""
318853;H_Eingag_cyrspec_light;zwave;LightPercent;89.37;;;;"=""2020-12-14 16:01:06.755"""
318854;H_Eingag_cyrspec_temp;zwave;Temperature;4.4;;;;"=""2020-12-14 16:04:05.464"""
318855;H_Eingag_cyrspec_moist;zwave;MoistPercent;90.32;;;;"=""2020-12-14 16:04:05.499"""
318856;H_Eingag_cyrspec_light;zwave;LightPercent;74.39;;;;"=""2020-12-14 16:04:06.120"""
318857;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:04:16.816"""
318858;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:04:30.876"""
318859;H_Eingag_cyrspec_temp;zwave;Temperature;4.44;;;;"=""2020-12-14 16:07:04.315"""
318860;H_Eingag_cyrspec_moist;zwave;MoistPercent;90.09;;;;"=""2020-12-14 16:07:04.352"""
318861;H_Eingag_cyrspec_light;zwave;LightPercent;63.41;;;;"=""2020-12-14 16:07:04.938"""
318862;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:07:36.570"""
318863;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 16:07:43.743"""
318864;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:07:53.877"""
318865;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:07:57.409"""
318866;H_Putz_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:09:48.501"""
318867;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:09:54.456"""
318868;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:09:56.510"""
318869;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:09:56.587"""
318870;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:09:57.829"""
318871;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 16:09:58.129"""
318872;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:10:00.566"""
318873;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 16:10:23.714"""
318874;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:10:24.926"""
318875;K_Schub_Oben_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:10:34.804"""
318876;K_Schub_Oben_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:10:36.010"""
318877;Drehwand;turn;93-0;29.67;0.36;29.31;6477;"=""2020-12-14 16:10:47.282"""
318878;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:10:49.408"""
318879;Drehschrank;turn;92-0;47.01;5.37;41.64;3570;"=""2020-12-14 16:10:52.964"""
318880;LampeDrehwand;turn;93-1;115.21;44.94;70.27;3468;"=""2020-12-14 16:11:01.153"""
318881;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:11:01.849"""
318882;LampeDrehwand;turn;93-1;44.94;1.92;43.02;2193;"=""2020-12-14 16:11:05.221"""
318883;LampeAussenwand;turn;91-0;111.57;1.80;109.77;2448;"=""2020-12-14 16:11:13.925"""
318884;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 16:11:59.991"""
318885;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:12:04.779"""
318886;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:12:21.606"""
318887;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:12:24.161"""
318888;H_Eingag_cyrspec_temp;zwave;Temperature;4.46;;;;"=""2020-12-14 16:13:10.022"""
318889;H_Eingag_cyrspec_moist;zwave;MoistPercent;90.55;;;;"=""2020-12-14 16:13:10.065"""
318890;H_Eingag_cyrspec_light;zwave;LightPercent;45.99;;;;"=""2020-12-14 16:13:10.613"""
318891;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:15:32.681"""
318892;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:15:38.151"""
318893;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:15:51.578"""
318894;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:15:51.874"""
318895;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 16:15:55.047"""
318896;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:15:56.342"""
318897;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:19:13.267"""
318898;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:19:17.162"""
318899;H_Eingag_cyrspec_temp;zwave;Temperature;4.21;;;;"=""2020-12-14 16:19:18.603"""
318900;H_Eingag_cyrspec_moist;zwave;MoistPercent;90.42;;;;"=""2020-12-14 16:19:18.647"""
318901;H_Eingag_cyrspec_light;zwave;LightPercent;31.88;;;;"=""2020-12-14 16:19:19.202"""
318902;H_Eingag_cyrspec_light;zwave;LightPercent;21.08;;;;"=""2020-12-14 16:25:15.426"""
318903;H_Eingag_cyrspec_temp;zwave;Temperature;4.04;;;;"=""2020-12-14 16:28:14.256"""
318904;H_Eingag_cyrspec_moist;zwave;MoistPercent;91.71;;;;"=""2020-12-14 16:28:14.302"""
318905;H_Eingag_cyrspec_light;zwave;LightPercent;15.85;;;;"=""2020-12-14 16:28:14.881"""
318906;H_Eingag_cyrspec_light;zwave;LightPercent;9.05;;;;"=""2020-12-14 16:34:15.406"""
318907;W_Balkon_cyrspec_light;zwave;LightPercent;79.79;;;;"=""2020-12-14 16:34:49.002"""
318908;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:36:49.267"""
318909;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 16:36:57.619"""
318910;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:37:06.518"""
318911;W_Balkon_cyrspec_temp;zwave;Temperature;4.14;;;;"=""2020-12-14 16:37:48.731"""
318912;W_Balkon_cyrspec_moist;zwave;MoistPercent;104.93;;;;"=""2020-12-14 16:37:48.872"""
318913;W_Balkon_cyrspec_light;zwave;LightPercent;64.98;;;;"=""2020-12-14 16:37:49.344"""
318914;H_Putz_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:38:33.566"""
318915;Drehschrank;turn;92-0;5.37;103.72;98.35;5661;"=""2020-12-14 16:38:34.234"""
318916;H_Putz_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:38:54.056"""
318917;Drehschrank;turn;92-0;103.72;5.42;98.30;5610;"=""2020-12-14 16:39:02.012"""
318918;H_Graderobe_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:39:03.848"""
318919;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:39:10.773"""
318920;LampeAussenwand;turn;91-0;1.80;104.02;102.22;2142;"=""2020-12-14 16:39:17.374"""
318921;LampeAussenwand;turn;91-0;104.02;118.33;14.31;1530;"=""2020-12-14 16:39:20.308"""
318922;LampeAussenwand;turn;91-0;118.33;131.77;13.44;1071;"=""2020-12-14 16:39:23.467"""
318923;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:40:06.921"""
318924;K_Schub_Oben_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:40:22.695"""
318925;K_Schub_Oben_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:40:25.243"""
318926;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:40:25.894"""
318927;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:40:28.821"""
318928;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:40:29.415"""
318929;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:40:29.721"""
318930;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:40:32.998"""
318931;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:40:35.245"""
318932;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:40:35.320"""
318933;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:40:35.851"""
318934;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:40:52.901"""
318935;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:41:16.803"""
318936;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:42:07.955"""
318937;B_Wasch_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:42:27.735"""
318938;B_Wasch_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:42:32.955"""
318939;Drehwand;turn;93-0;0.36;52.01;51.65;4182;"=""2020-12-14 16:42:45.310"""
318940;S_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:42:46.951"""
318941;S_Schub_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:42:49.276"""
318942;H_Eingag_cyrspec_temp;zwave;Temperature;3.82;;;;"=""2020-12-14 16:43:17.337"""
318943;H_Eingag_cyrspec_moist;zwave;MoistPercent;90.82;;;;"=""2020-12-14 16:43:17.384"""
318944;H_Eingag_cyrspec_light;zwave;LightPercent;3.65;;;;"=""2020-12-14 16:43:17.951"""
318945;Drehwand;turn;93-0;52.01;38.00;14.01;2142;"=""2020-12-14 16:43:27.900"""
318946;Drehwand;turn;93-0;38.00;33.33;4.67;1633;"=""2020-12-14 16:43:30.692"""
318947;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:43:36.917"""
318948;W_Balkon_cyrspec_temp;zwave;Temperature;3.97;;;;"=""2020-12-14 16:43:40.400"""
318949;W_Balkon_cyrspec_moist;zwave;MoistPercent;104.9;;;;"=""2020-12-14 16:43:40.555"""
318950;W_Balkon_cyrspec_light;zwave;LightPercent;42.68;;;;"=""2020-12-14 16:43:40.993"""
318951;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:43:46.792"""
318952;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:45:29.613"""
318953;Drehwand;turn;93-0;33.33;71.53;38.20;2601;"=""2020-12-14 16:45:30.358"""
318954;Drehwand;turn;93-0;71.53;159.09;87.56;8823;"=""2020-12-14 16:45:40.383"""
318955;W_Balkon_cyrspec_light;zwave;LightPercent;28.91;;;;"=""2020-12-14 16:46:36.271"""
318956;Drehwand;turn;93-0;159.09;158.18;0.91;918;"=""2020-12-14 16:46:49.446"""
318957;Drehwand;turn;93-0;158.18;156.11;2.07;663;"=""2020-12-14 16:47:13.179"""
318958;Drehwand;turn;93-0;156.11;124.26;31.85;2448;"=""2020-12-14 16:47:18.398"""
318959;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:47:33.231"""
318960;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:47:57.037"""
318961;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:48:01.427"""
318962;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:48:13.527"""
318963;K_IT_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:48:18.692"""
318964;K_IT_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:48:18.848"""
318965;W_Balkon_cyrspec_light;zwave;LightPercent;19.86;;;;"=""2020-12-14 16:49:35.664"""
318966;Drehwand;turn;93-0;124.26;0.01;124.25;10098;"=""2020-12-14 16:50:17.031"""
318967;LampeAussenwand;turn;91-0;134.33;1.27;133.06;5202;"=""2020-12-14 16:50:25.742"""
318968;W_Schub_Bad_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:50:59.172"""
318969;W_Schub_Bad_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:51:05.693"""
318970;LampeAussenwand;turn;91-0;1.27;97.70;96.43;3468;"=""2020-12-14 16:51:26.551"""
318971;LampeAussenwand;turn;91-0;97.70;112.27;14.57;1734;"=""2020-12-14 16:51:32.257"""
318972;LampeAussenwand;turn;91-0;112.27;113.56;1.29;1479;"=""2020-12-14 16:51:38.017"""
318973;LampeAussenwand;turn;91-0;113.56;115.07;1.51;1071;"=""2020-12-14 16:51:49.355"""
318974;H_Putz_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:52:15.766"""
318975;H_Eingag_cyrspec_light;zwave;LightPercent;0.87;;;;"=""2020-12-14 16:52:16.560"""
318976;Drehschrank;turn;92-0;5.42;89.49;84.07;5712;"=""2020-12-14 16:52:16.598"""
318977;W_Balkon_cyrspec_temp;zwave;Temperature;3.86;;;;"=""2020-12-14 16:52:31.225"""
318978;W_Balkon_cyrspec_moist;zwave;MoistPercent;104.78;;;;"=""2020-12-14 16:52:31.423"""
318979;W_Balkon_cyrspec_light;zwave;LightPercent;12.02;;;;"=""2020-12-14 16:52:31.881"""
318980;H_Putz_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:52:35.552"""
318981;Drehschrank;turn;92-0;89.49;6.02;83.47;7803;"=""2020-12-14 16:52:45.093"""
318982;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 16:54:04.656"""
318983;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:54:06.869"""
318984;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 16:54:41.462"""
318985;H_Graderobe_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 16:55:28.524"""
318986;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 16:57:24.638"""
318987;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 16:58:17.567"""
318988;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 17:01:43.395"""
318989;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:01:47.018"""
318990;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 17:02:51.726"""
318991;K_IT_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:03:33.935"""
318992;K_IT_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:03:34.723"""
318993;K_IT_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:03:39.626"""
318994;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:03:42.438"""
318995;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 17:03:48.288"""
318996;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:03:48.479"""
318997;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:03:55.788"""
318998;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:03:57.285"""
318999;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:03:57.466"""
319000;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:03:57.910"""
319001;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:03:58.256"""
319002;K_Schrank_Oben_05_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:04:03.437"""
319003;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:04:03.614"""
319004;K_Schrank_Oben_05_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:04:16.680"""
319005;K_Schrank_Oben_05_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:04:18.816"""
319006;K_Schrank_Oben_05_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:04:21.054"""
319007;W_Balkon_cyrspec_temp;zwave;Temperature;3.76;;;;"=""2020-12-14 17:04:21.126"""
319008;W_Balkon_cyrspec_moist;zwave;MoistPercent;104.53;;;;"=""2020-12-14 17:04:21.727"""
319009;W_Balkon_cyrspec_light;zwave;LightPercent;1.39;;;;"=""2020-12-14 17:04:21.773"""
319010;K_Schrank_Oben_05_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:04:22.907"""
319011;K_Schrank_Oben_05_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:04:25.618"""
319012;K_Schrank_Oben_04_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:04:31.440"""
319013;K_Schrank_Oben_03_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:04:32.987"""
319014;K_Schrank_Oben_02_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:04:37.107"""
319015;K_Schrank_Oben_03_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:04:52.369"""
319016;K_Schrank_Oben_02_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:04:53.804"""
319017;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 17:06:04.156"""
319018;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:06:10.476"""
319019;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 17:06:20.569"""
319020;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-14 17:07:20.295"""
319021;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 17:09:38.195"""
319022;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 17:15:22.965"""
319023;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 17:16:21.318"""
319024;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 17:16:36.861"""
319025;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:16:49.526"""
319026;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 17:18:36.938"""
319027;K_Schrank_Oben_02_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:18:42.121"""
319028;K_Schrank_Oben_03_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:18:58.340"""
319029;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:19:34.552"""
319030;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 17:19:38.967"""
319031;K_Schrank_Oben_03_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:20:16.839"""
319032;K_Schrank_Oben_02_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:20:17.106"""
319033;K_Schrank_Oben_05_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:20:18.717"""
319034;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:20:34.851"""
319035;K_Schrank_Oben_05_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:20:35.084"""
319036;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:20:37.714"""
319037;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:20:38.334"""
319038;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:20:38.587"""
319039;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:20:48.610"""
319040;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:21:05.642"""
319041;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:23:05.035"""
319042;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:23:36.805"""
319043;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:23:37.730"""
319044;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:24:02.239"""
319045;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:25:03.603"""
319046;H_Putz_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:25:09.903"""
319047;Drehschrank;turn;92-0;6.02;34.42;28.40;1989;"=""2020-12-14 17:25:09.983"""
319048;H_Putz_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:25:14.392"""
319049;Drehschrank;turn;92-0;34.42;8.08;26.34;1836;"=""2020-12-14 17:25:17.302"""
319050;Drehschrank;turn;92-0;8.08;9.75;1.67;969;"=""2020-12-14 17:25:19.909"""
319051;Drehschrank;turn;92-0;9.75;69.34;59.59;2601;"=""2020-12-14 17:25:35.790"""
319052;Drehschrank;turn;92-0;69.34;89.59;20.25;1530;"=""2020-12-14 17:25:39.509"""
319053;H_Graderobe_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:25:45.112"""
319054;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:25:45.335"""
319055;Drehschrank;turn;92-0;89.59;98.48;8.89;2193;"=""2020-12-14 17:25:46.278"""
319056;H_Graderobe_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:25:47.629"""
319057;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:25:48.885"""
319058;H_Graderobe_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:25:50.641"""
319059;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:25:51.111"""
319060;Drehschrank;turn;92-0;97.21;96.05;1.16;561;"=""2020-12-14 17:25:52.946"""
319061;H_Graderobe_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:25:53.294"""
319062;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:25:53.789"""
319063;W_Fen_Wand_Str;zwave;Contact;OPEN;;;;"=""2020-12-14 17:26:11.173"""
319064;W_Fen_Wand_Str;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:26:20.720"""
319065;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-14 17:26:20.880"""
319066;H_Graderobe_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:27:02.211"""
319067;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:27:31.253"""
319068;H_Graderobe_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:27:31.562"""
319069;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-14 17:29:34.937"""
319070;H_Putz_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:29:59.986"""
319071;H_Putz_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:30:00.926"""
319072;W_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:34:33.717"""
319073;W_Schub_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:34:41.015"""
319074;Drehwand;turn;93-0;0.01;39.36;39.35;2448;"=""2020-12-14 17:34:50.860"""
319075;S_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2020-12-14 17:34:53.280"""
319076;S_Schub_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 17:35:01.463"""
319077;LampeAussenwand;turn;91-0;115.07;116.35;1.28;459;"=""2020-12-14 17:46:53.566"""
319078;LampeDrehwand;turn;93-1;1.92;3.14;1.22;612;"=""2020-12-14 18:30:42.288"""
319079;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-14 18:36:30.826"""
